tile_mask,tile_pre,tile_post,center_lon,center_lat,targets,background,building,intact,damaged,destroyed,background_ratio,building_ratio,intact_ratio,damaged_ratio,destroyed_ratio,intact_building_ratio,damaged_building_ratio,destroyed_building_ratio,place,disaster
la_palma-volcano_00000152_building_damage.tif,la_palma-volcano_00000152_pre_disaster.tif,la_palma-volcano_00000152_post_disaster.tif,211647.93569055217,3172100.906925406,[0 1],1048419,157,157,0,0,0.9998502731323242,0.00014972686767578125,0.00014972686767578125,0.0,0.0,1.0,0.0,0.0,la_palma,volcano
la_palma-volcano_00000648_building_damage.tif,la_palma-volcano_00000648_pre_disaster.tif,la_palma-volcano_00000648_post_disaster.tif,218406.26515198385,3167492.8603434246,[0 1],1047530,1046,1046,0,0,0.9990024566650391,0.0009975433349609375,0.0009975433349609375,0.0,0.0,1.0,0.0,0.0,la_palma,volcano
turkey-earthquake_00000951_building_damage.tif,turkey-earthquake_00000951_pre_disaster.tif,turkey-earthquake_00000951_post_disaster.tif,288943.42288965295,4099435.86364137,[0 1 2 3],801240,247336,220250,11189,15897,0.7641220092773438,0.23587799072265625,0.21004676818847656,0.010670661926269531,0.015160560607910156,0.890489051330983,0.04523805673254197,0.06427289193647508,turkey,earthquake
morocco-earthquake_00000158_building_damage.tif,morocco-earthquake_00000158_pre_disaster.tif,morocco-earthquake_00000158_post_disaster.tif,600502.7319085805,3461563.415488743,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,morocco,earthquake
turkey-earthquake_00000298_building_damage.tif,turkey-earthquake_00000298_pre_disaster.tif,turkey-earthquake_00000298_post_disaster.tif,438084.3603107131,4179287.3983009337,[0 1 2],980412,68164,63870,4294,0,0.9349937438964844,0.06500625610351562,0.06091117858886719,0.0040950775146484375,0.0,0.9370048706061851,0.06299512939381492,0.0,turkey,earthquake
la_palma-volcano_00000041_building_damage.tif,la_palma-volcano_00000041_pre_disaster.tif,la_palma-volcano_00000041_post_disaster.tif,212569.5260716565,3173022.516241802,[0 1],945768,102808,102808,0,0,0.9019546508789062,0.09804534912109375,0.09804534912109375,0.0,0.0,1.0,0.0,0.0,la_palma,volcano
libya-flood_00000012_building_damage.tif,libya-flood_00000012_pre_disaster.tif,libya-flood_00000012_post_disaster.tif,652609.45,3626761.6000000006,[0 2 3],654549,394027,0,381172,12855,0.6242265701293945,0.37577342987060547,0.0,0.3635139465332031,0.012259483337402344,0.0,0.9673753321472894,0.0326246678527106,libya,flood
morocco-earthquake_00000467_building_damage.tif,morocco-earthquake_00000467_pre_disaster.tif,morocco-earthquake_00000467_post_disaster.tif,596682.2363055729,3468431.3965033214,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,morocco,earthquake
turkey-earthquake_00000448_building_damage.tif,turkey-earthquake_00000448_pre_disaster.tif,turkey-earthquake_00000448_post_disaster.tif,314521.8015921682,4160426.7766438313,[0 1 3],672367,376209,369704,0,6505,0.6412191390991211,0.3587808609008789,0.35257720947265625,0.0,0.006203651428222656,0.9827090792617933,0.0,0.017290920738206688,turkey,earthquake
turkey-earthquake_00000195_building_damage.tif,turkey-earthquake_00000195_pre_disaster.tif,turkey-earthquake_00000195_post_disaster.tif,434310.6376120127,4181174.2596718287,[0 1],971127,77449,77449,0,0,0.9261388778686523,0.07386112213134766,0.07386112213134766,0.0,0.0,1.0,0.0,0.0,turkey,earthquake
turkey-earthquake_00000098_building_damage.tif,turkey-earthquake_00000098_pre_disaster.tif,turkey-earthquake_00000098_post_disaster.tif,353350.0,4105843.3499999996,[0 1],965670,82906,82906,0,0,0.9209346771240234,0.07906532287597656,0.07906532287597656,0.0,0.0,1.0,0.0,0.0,turkey,earthquake
haiti-earthquake_00000016_building_damage.tif,haiti-earthquake_00000016_pre_disaster.tif,haiti-earthquake_00000016_post_disaster.tif,-73.75501958706127,18.213719474732052,[0 1 2 3],799419,249157,245303,1759,2095,0.762385368347168,0.23761463165283203,0.23393917083740234,0.0016775131225585938,0.0019979476928710938,0.9845318413690965,0.007059805664701373,0.008408352966202032,haiti,earthquake
morocco-earthquake_00000342_building_damage.tif,morocco-earthquake_00000342_pre_disaster.tif,morocco-earthquake_00000342_post_disaster.tif,601369.7363390105,3470618.896501599,[0 1],1041449,7127,7127,0,0,0.9932031631469727,0.006796836853027344,0.006796836853027344,0.0,0.0,1.0,0.0,0.0,morocco,earthquake
morocco-earthquake_00000561_building_damage.tif,morocco-earthquake_00000561_pre_disaster.tif,morocco-earthquake_00000561_post_disaster.tif,599182.2363234063,3466243.896505044,[0 1],1038013,10563,10563,0,0,0.9899263381958008,0.010073661804199219,0.010073661804199219,0.0,0.0,1.0,0.0,0.0,morocco,earthquake
libya-flood_00000095_building_damage.tif,libya-flood_00000095_pre_disaster.tif,libya-flood_00000095_post_disaster.tif,656551.8500000001,3624611.2,[0 1],816309,232267,232267,0,0,0.7784929275512695,0.22150707244873047,0.22150707244873047,0.0,0.0,1.0,0.0,0.0,libya,flood
turkey-earthquake_00000233_building_damage.tif,turkey-earthquake_00000233_pre_disaster.tif,turkey-earthquake_00000233_post_disaster.tif,433996.1607204543,4180230.828986381,[0 1 2 3],767223,281353,253186,19589,8578,0.7316808700561523,0.26831912994384766,0.2414569854736328,0.01868152618408203,0.008180618286132812,0.8998873301510913,0.06962427981930173,0.030488390029606936,turkey,earthquake
turkey-earthquake_00000300_building_damage.tif,turkey-earthquake_00000300_pre_disaster.tif,turkey-earthquake_00000300_post_disaster.tif,433996.1607204543,4178972.921405784,[0 1 2 3],746075,302501,245581,9657,47263,0.711512565612793,0.28848743438720703,0.23420429229736328,0.009209632873535156,0.045073509216308594,0.8118353327757594,0.031923861408722616,0.15624080581551797,turkey,earthquake
la_palma-volcano_00000408_building_damage.tif,la_palma-volcano_00000408_pre_disaster.tif,la_palma-volcano_00000408_post_disaster.tif,220556.64270789392,3170257.6882926133,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,la_palma,volcano
turkey-earthquake_00000957_building_damage.tif,turkey-earthquake_00000957_pre_disaster.tif,turkey-earthquake_00000957_post_disaster.tif,290818.48509548645,4099435.86364137,[0 1],1040048,8528,8528,0,0,0.9918670654296875,0.0081329345703125,0.0081329345703125,0.0,0.0,1.0,0.0,0.0,turkey,earthquake
congo-volcano_00000057_building_damage.tif,congo-volcano_00000057_pre_disaster.tif,congo-volcano_00000057_post_disaster.tif,29.245972467634765,-1.6296259164828975,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,congo,volcano
turkey-earthquake_00000639_building_damage.tif,turkey-earthquake_00000639_pre_disaster.tif,turkey-earthquake_00000639_post_disaster.tif,441818.64988525095,4243790.588400481,[0 1],974036,74540,74540,0,0,0.9289131164550781,0.07108688354492188,0.07108688354492188,0.0,0.0,1.0,0.0,0.0,turkey,earthquake
la_palma-volcano_00000243_building_damage.tif,la_palma-volcano_00000243_pre_disaster.tif,la_palma-volcano_00000243_post_disaster.tif,216255.88759607376,3171486.500714475,[0 1],944013,104563,104563,0,0,0.9002809524536133,0.09971904754638672,0.09971904754638672,0.0,0.0,1.0,0.0,0.0,la_palma,volcano
morocco-earthquake_00000152_building_damage.tif,morocco-earthquake_00000152_pre_disaster.tif,morocco-earthquake_00000152_post_disaster.tif,598627.7319059403,3461563.415488743,[0 1],1023428,25148,25148,0,0,0.9760169982910156,0.023983001708984375,0.023983001708984375,0.0,0.0,1.0,0.0,0.0,morocco,earthquake
la_palma-volcano_00000474_building_damage.tif,la_palma-volcano_00000474_pre_disaster.tif,la_palma-volcano_00000474_post_disaster.tif,212262.32927795505,3169336.078976217,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,la_palma,volcano
turkey-earthquake_00000122_building_damage.tif,turkey-earthquake_00000122_pre_disaster.tif,turkey-earthquake_00000122_post_disaster.tif,356575.6,4105484.95,[0 1],608928,439648,439648,0,0,0.580718994140625,0.419281005859375,0.419281005859375,0.0,0.0,1.0,0.0,0.0,turkey,earthquake
morocco-earthquake_00000455_building_damage.tif,morocco-earthquake_00000455_pre_disaster.tif,morocco-earthquake_00000455_post_disaster.tif,599494.7363256355,3468743.8965030755,[0 1 2],880077,168499,153339,15160,0,0.8393068313598633,0.16069316864013672,0.14623546600341797,0.01445770263671875,0.0,0.9100291396388109,0.08997086036118909,0.0,morocco,earthquake
turkey-earthquake_00001089_building_damage.tif,turkey-earthquake_00001089_pre_disaster.tif,turkey-earthquake_00001089_post_disaster.tif,243354.5870651859,4009247.7921953592,[0 1 2 3],570282,478294,435613,35082,7599,0.5438632965087891,0.45613670349121094,0.4154329299926758,0.03345680236816406,0.007246971130371094,0.9107640907057166,0.07334819169799328,0.01588771759629015,turkey,earthquake
turkey-earthquake_00000209_building_damage.tif,turkey-earthquake_00000209_pre_disaster.tif,turkey-earthquake_00000209_post_disaster.tif,435254.0682866878,4180859.782776679,[0 1 2 3],684360,364216,324918,12411,26887,0.6526565551757812,0.34734344482421875,0.30986595153808594,0.011836051940917969,0.025641441345214844,0.8921024886331188,0.03407593296285721,0.07382157840402398,turkey,earthquake
turkey-earthquake_00000306_building_damage.tif,turkey-earthquake_00000306_pre_disaster.tif,turkey-earthquake_00000306_post_disaster.tif,435883.02206980455,4178972.921405784,[0 1 2 3],769680,278896,272684,4562,1650,0.7340240478515625,0.2659759521484375,0.2600517272949219,0.0043506622314453125,0.0015735626220703125,0.9777264643451322,0.016357351844415124,0.005916183810452642,turkey,earthquake
la_palma-volcano_00000012_building_damage.tif,la_palma-volcano_00000012_pre_disaster.tif,la_palma-volcano_00000012_post_disaster.tif,215334.29721496944,3173329.7193472674,[0 1],779135,269441,269441,0,0,0.7430410385131836,0.2569589614868164,0.2569589614868164,0.0,0.0,1.0,0.0,0.0,la_palma,volcano
turkey-earthquake_00000101_building_damage.tif,turkey-earthquake_00000101_pre_disaster.tif,turkey-earthquake_00000101_post_disaster.tif,354425.2,4105843.3499999996,[0 1],375366,673210,673210,0,0,0.35797691345214844,0.6420230865478516,0.6420230865478516,0.0,0.0,1.0,0.0,0.0,turkey,earthquake
turkey-earthquake_00000668_building_damage.tif,turkey-earthquake_00000668_pre_disaster.tif,turkey-earthquake_00000668_post_disaster.tif,438693.64989367896,4242853.088400653,[0 1],795092,253484,253484,0,0,0.7582588195800781,0.24174118041992188,0.24174118041992188,0.0,0.0,1.0,0.0,0.0,turkey,earthquake
la_palma-volcano_00000163_building_damage.tif,la_palma-volcano_00000163_pre_disaster.tif,la_palma-volcano_00000163_post_disaster.tif,215027.100421268,3172100.906925406,[0 1],695061,353515,353515,0,0,0.6628618240356445,0.33713817596435547,0.33713817596435547,0.0,0.0,1.0,0.0,0.0,la_palma,volcano
la_palma-volcano_00000378_building_damage.tif,la_palma-volcano_00000378_pre_disaster.tif,la_palma-volcano_00000378_post_disaster.tif,222707.020263804,3170564.8913980788,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,la_palma,volcano
turkey-earthquake_00000322_building_damage.tif,turkey-earthquake_00000322_pre_disaster.tif,turkey-earthquake_00000322_post_disaster.tif,436826.45274447964,4178658.444510635,[0 1 2 3],872385,176191,171169,1665,3357,0.8319711685180664,0.1680288314819336,0.1632394790649414,0.0015878677368164062,0.0032014846801757812,0.9714968414958767,0.00944997190548893,0.019053186598634437,turkey,earthquake
turkey-earthquake_00000171_building_damage.tif,turkey-earthquake_00000171_pre_disaster.tif,turkey-earthquake_00000171_post_disaster.tif,354425.2,4104051.3499999996,[0 1],707006,341570,341570,0,0,0.6742534637451172,0.3257465362548828,0.3257465362548828,0.0,0.0,1.0,0.0,0.0,turkey,earthquake
morocco-earthquake_00000491_building_damage.tif,morocco-earthquake_00000491_pre_disaster.tif,morocco-earthquake_00000491_post_disaster.tif,598244.7363167187,3468118.8965035677,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,morocco,earthquake
libya-flood_00000024_building_damage.tif,libya-flood_00000024_pre_disaster.tif,libya-flood_00000024_post_disaster.tif,653684.6500000001,3626403.2,[0 2 3],537723,510853,0,265184,245669,0.512812614440918,0.48718738555908203,0.0,0.252899169921875,0.23428821563720703,0.0,0.5191004065748855,0.48089959342511446,libya,flood
turkey-earthquake_00000625_building_damage.tif,turkey-earthquake_00000625_pre_disaster.tif,turkey-earthquake_00000625_post_disaster.tif,437443.6498970502,4243790.588400481,[0 1 3],696945,351631,347659,0,3972,0.6646585464477539,0.3353414535522461,0.33155345916748047,0.0,0.003787994384765625,0.9887040676163364,0.0,0.011295932383663556,turkey,earthquake
morocco-earthquake_00000172_building_damage.tif,morocco-earthquake_00000172_pre_disaster.tif,morocco-earthquake_00000172_post_disaster.tif,598315.2319055003,3461250.9154877644,[0 1],1047776,800,800,0,0,0.999237060546875,0.000762939453125,0.000762939453125,0.0,0.0,1.0,0.0,0.0,morocco,earthquake
la_palma-volcano_00000052_building_damage.tif,la_palma-volcano_00000052_pre_disaster.tif,la_palma-volcano_00000052_post_disaster.tif,215948.69080237232,3173022.516241802,[0 1],889230,159346,159346,0,0,0.8480358123779297,0.1519641876220703,0.1519641876220703,0.0,0.0,1.0,0.0,0.0,la_palma,volcano
la_palma-volcano_00000553_building_damage.tif,la_palma-volcano_00000553_pre_disaster.tif,la_palma-volcano_00000553_post_disaster.tif,218713.4619456853,3168721.672765286,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,la_palma,volcano
morocco-earthquake_00000238_building_damage.tif,morocco-earthquake_00000238_pre_disaster.tif,morocco-earthquake_00000238_post_disaster.tif,597690.2319046203,3460000.915483849,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,morocco,earthquake
morocco-earthquake_00000162_building_damage.tif,morocco-earthquake_00000162_pre_disaster.tif,morocco-earthquake_00000162_post_disaster.tif,595190.2319011001,3461250.9154877644,[0 1],915345,133231,133231,0,0,0.8729410171508789,0.1270589828491211,0.1270589828491211,0.0,0.0,1.0,0.0,0.0,morocco,earthquake
la_palma-volcano_00000578_building_damage.tif,la_palma-volcano_00000578_pre_disaster.tif,la_palma-volcano_00000578_post_disaster.tif,217791.87156458097,3168414.4696598207,[0 3],959202,89374,0,0,89374,0.9147663116455078,0.08523368835449219,0.0,0.0,0.08523368835449219,0.0,0.0,1.0,la_palma,volcano
turkey-earthquake_00000361_building_damage.tif,turkey-earthquake_00000361_pre_disaster.tif,turkey-earthquake_00000361_post_disaster.tif,317403.80305119563,4162988.5557084605,[0 1],955656,92920,92920,0,0,0.9113845825195312,0.08861541748046875,0.08861541748046875,0.0,0.0,1.0,0.0,0.0,turkey,earthquake
morocco-earthquake_00000188_building_damage.tif,morocco-earthquake_00000188_pre_disaster.tif,morocco-earthquake_00000188_post_disaster.tif,597065.2319037402,3460938.4154867856,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,morocco,earthquake
turkey-earthquake_00000870_building_damage.tif,turkey-earthquake_00000870_pre_disaster.tif,turkey-earthquake_00000870_post_disaster.tif,290818.48509548645,4101935.945038111,[0 1],1042517,6059,6059,0,0,0.9942216873168945,0.005778312683105469,0.005778312683105469,0.0,0.0,1.0,0.0,0.0,turkey,earthquake
la_palma-volcano_00000385_building_damage.tif,la_palma-volcano_00000385_pre_disaster.tif,la_palma-volcano_00000385_post_disaster.tif,213491.11645276082,3170257.6882926133,[0 1 3],1041057,7519,1897,0,5622,0.9928293228149414,0.007170677185058594,0.0018091201782226562,0.0,0.0053615570068359375,0.25229418805692244,0.0,0.7477058119430775,la_palma,volcano
congo-volcano_00000034_building_damage.tif,congo-volcano_00000034_pre_disaster.tif,congo-volcano_00000034_post_disaster.tif,29.252126430505243,-1.6234719536016096,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,congo,volcano
la_palma-volcano_00000536_building_damage.tif,la_palma-volcano_00000536_pre_disaster.tif,la_palma-volcano_00000536_post_disaster.tif,213491.11645276082,3168721.672765286,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,la_palma,volcano
morocco-earthquake_00000240_building_damage.tif,morocco-earthquake_00000240_pre_disaster.tif,morocco-earthquake_00000240_post_disaster.tif,598315.2319055003,3460000.915483849,[0 1],1043714,4862,4862,0,0,0.9953632354736328,0.0046367645263671875,0.0046367645263671875,0.0,0.0,1.0,0.0,0.0,morocco,earthquake
la_palma-volcano_00000622_building_damage.tif,la_palma-volcano_00000622_pre_disaster.tif,la_palma-volcano_00000622_post_disaster.tif,216563.0843897752,3167800.06344889,[0 1],1014939,33637,33637,0,0,0.967921257019043,0.03207874298095703,0.03207874298095703,0.0,0.0,1.0,0.0,0.0,la_palma,volcano
la_palma-volcano_00000854_building_damage.tif,la_palma-volcano_00000854_pre_disaster.tif,la_palma-volcano_00000854_post_disaster.tif,217484.67477087953,3163806.4230778394,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,la_palma,volcano
hawaii-wildfire_00000009_building_damage.tif,hawaii-wildfire_00000009_pre_disaster.tif,hawaii-wildfire_00000009_post_disaster.tif,-17441664.058515072,2379005.816291201,[0 1 3],882841,165735,6351,0,159384,0.8419427871704102,0.15805721282958984,0.006056785583496094,0.0,0.15200042724609375,0.03832020997375328,0.0,0.9616797900262467,hawaii,wildfire
congo-volcano_00000025_building_damage.tif,congo-volcano_00000025_pre_disaster.tif,congo-volcano_00000025_post_disaster.tif,29.224433597588096,-1.6234719536016096,[0 1],1016845,31731,31731,0,0,0.9697389602661133,0.03026103973388672,0.03026103973388672,0.0,0.0,1.0,0.0,0.0,congo,volcano
morocco-earthquake_00000330_building_damage.tif,morocco-earthquake_00000330_pre_disaster.tif,morocco-earthquake_00000330_post_disaster.tif,597619.7363122604,3470618.896501599,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,morocco,earthquake
la_palma-volcano_00000448_building_damage.tif,la_palma-volcano_00000448_pre_disaster.tif,la_palma-volcano_00000448_post_disaster.tif,213491.11645276082,3169643.2820816822,[0 1 3],982752,65824,23011,0,42813,0.937225341796875,0.062774658203125,0.02194499969482422,0.0,0.04082965850830078,0.3495837384540593,0.0,0.6504162615459407,la_palma,volcano
morocco-earthquake_00000166_building_damage.tif,morocco-earthquake_00000166_pre_disaster.tif,morocco-earthquake_00000166_post_disaster.tif,596440.2319028602,3461250.9154877644,[0],1048576,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,morocco,earthquake
turkey-earthquake_00000467_building_damage.tif,turkey-earthquake_00000467_pre_disaster.tif,turkey-earthquake_00000467_post_disaster.tif,316763.3582825229,4160106.554260752,[0 1 3],652933,395643,392566,0,3077,0.622685432434082,0.37731456756591797,0.37438011169433594,0.0,0.0029344558715820312,0.9922227867041752,0.0,0.007777213295824772,turkey,earthquake
la_palma-volcano_00000011_building_damage.tif,la_palma-volcano_00000011_pre_disaster.tif,la_palma-volcano_00000011_post_disaster.tif,215027.100421268,3173329.7193472674,[0 1],703491,345085,345085,0,0,0.6709012985229492,0.3290987014770508,0.3290987014770508,0.0,0.0,1.0,0.0,0.0,la_palma,volcano
la_palma-volcano_00000569_building_damage.tif,la_palma-volcano_00000569_pre_disaster.tif,la_palma-volcano_00000569_post_disaster.tif,215027.100421268,3168414.4696598207,[0 3],903097,145479,0,0,145479,0.8612604141235352,0.13873958587646484,0.0,0.0,0.13873958587646484,0.0,0.0,1.0,la_palma,volcano
libya-flood_00000079_building_damage.tif,libya-flood_00000079_pre_disaster.tif,libya-flood_00000079_post_disaster.tif,655476.6499999999,3624969.5999999996,[0 1],823927,224649,224649,0,0,0.7857580184936523,0.21424198150634766,0.21424198150634766,0.0,0.0,1.0,0.0,0.0,libya,flood
morocco-earthquake_00000141_building_damage.tif,morocco-earthquake_00000141_pre_disaster.tif,morocco-earthquake_00000141_post_disaster.tif,595190.2319011001,3461563.415488743,[0 1],1030210,18366,18366,0,0,0.9824848175048828,0.017515182495117188,0.017515182495117188,0.0,0.0,1.0,0.0,0.0,morocco,earthquake
beirut-explosion_00000021_building_damage.tif,beirut-explosion_00000021_pre_disaster.tif,beirut-explosion_00000021_post_disaster.tif,735264.0,3754096.0,[0 1],1004794,43782,43782,0,0,0.9582462310791016,0.04175376892089844,0.04175376892089844,0.0,0.0,1.0,0.0,0.0,beirut,explosion
